-6.340638399124145508e-01 1.107887253165245056e-01 1.879999995231628418e+00 1.279999971389770508e+00
-8.377624750137329102e-01 -5.021612718701362610e-02 1.360000014305114746e+00 4.799999892711639404e-01
-2.000000000000000000e+00 5.373324751853942871e-01 1.240000009536743164e+00 3.199999928474426270e-01
-8.243678808212280273e-01 -2.525609433650970459e-01 7.599999904632568359e-01 -7.999999821186065674e-02
-2.000000000000000000e+00 1.267975568771362305e-01 3.199999928474426270e-01 1.720000028610229492e+00
-2.000000000000000000e+00 2.000000000000000000e+00 -1.358433723449707031e+00 -1.372268199920654297e+00
-2.000000000000000000e+00 -1.145525872707366943e-01 -8.001075983047485352e-01 -1.306329965591430664e-01
-2.800000011920928955e-01 4.000000059604644775e-01 5.457289218902587891e-01 6.862881183624267578e-01
-1.626847982406616211e+00 2.000000000000000000e+00 -1.765966176986694336e+00 -1.017792463302612305e+00
-8.629820942878723145e-01 9.569868445396423340e-02 2.000000000000000000e+00 -2.000000000000000000e+00
-7.770748734474182129e-01 2.035540044307708740e-01 -2.000000000000000000e+00 2.000000000000000000e+00
-1.279999971389770508e+00 7.999999821186065674e-02 1.995306313037872314e-01 -2.000000000000000000e+00
-2.000000000000000000e+00 1.980250626802444458e-01 -8.303868770599365234e-01 2.000000000000000000e+00
-1.039999961853027344e+00 0.000000000000000000e+00 -2.000000000000000000e+00 4.836241602897644043e-01
-2.000000000000000000e+00 4.943509399890899658e-01 2.000000000000000000e+00 -7.972758412361145020e-01
-1.231034517288208008e+00 -7.454503178596496582e-01 -2.000000000000000000e+00 1.196869611740112305e+00
-1.215952873229980469e+00 4.184268042445182800e-02 2.000000000000000000e+00 -1.395304679870605469e+00
-1.879999995231628418e+00 0.000000000000000000e+00 1.960193514823913574e-01 -1.005671977996826172e+00
-2.000000000000000000e+00 2.000000000000000000e+00 -2.000000000000000000e+00 -2.000000000000000000e+00
-6.468843817710876465e-01 -1.011336669325828552e-01 2.000000000000000000e+00 2.000000000000000000e+00
-6.279802918434143066e-01 1.904638856649398804e-01 -7.485571503639221191e-01 -2.000000000000000000e+00
-2.000000000000000000e+00 1.052564010024070740e-01 1.091972470283508301e+00 -2.000000000000000000e+00
-2.000000000000000000e+00 -4.403475821018218994e-01 1.106561064720153809e+00 2.000000000000000000e+00
-5.020107030868530273e-01 2.960476577281951904e-01 -4.758643805980682373e-01 8.990821838378906250e-01
-2.000000000000000000e+00 1.172875165939331055e-01 2.000000000000000000e+00 1.752987653017044067e-01
-1.679999947547912598e+00 2.399999946355819702e-01 -2.000000000000000000e+00 -3.168009519577026367e-01
-2.000000000000000000e+00 1.022670269012451172e-01 1.085199952125549316e+00 -9.987667202949523926e-01
-8.129280805587768555e-01 -2.068117260932922363e-01 -6.811358928680419922e-01 -8.462827205657958984e-01
-2.000000000000000000e+00 2.509492337703704834e-01 -1.390748143196105957e+00 2.000000000000000000e+00
-2.000000000000000000e+00 -1.383791714906692505e-01 -1.835039556026458740e-01 2.000000000000000000e+00
